x,y,z,t
2.84042,4.37793,0.127914,137.28
2.79518,4.4149,0.126251,137.29
2.7496,4.4515,0.124579,137.3
2.70366,4.4877,0.1229,137.31
2.65739,4.52352,0.121215,137.32
2.61077,4.55894,0.119524,137.33
2.56382,4.59397,0.11783,137.34
2.51654,4.62859,0.116134,137.35
2.46893,4.66281,0.114437,137.36
2.42099,4.69662,0.112739,137.37
2.37274,4.73002,0.111044,137.38
2.32417,4.76299,0.10935,137.39
2.27529,4.79555,0.107661,137.4
2.22611,4.82768,0.105977,137.41
2.17662,4.85938,0.104298,137.42
2.12684,4.89065,0.102627,137.43
2.07676,4.92148,0.100965,137.44
2.02639,4.95187,0.0993113,137.45
1.97574,4.98181,0.0976683,137.46
1.9248,5.01131,0.0960368,137.47
1.87359,5.04035,0.0944175,137.48
1.82211,5.06894,0.0928115,137.49
1.77036,5.09707,0.0912195,137.5
1.71834,5.12474,0.0896425,137.51
1.66607,5.15194,0.0880813,137.52
1.61354,5.17866,0.0865365,137.53
1.56077,5.20492,0.085009,137.54
1.50775,5.2307,0.0834993,137.55
1.45449,5.256,0.0820082,137.56
1.40099,5.28081,0.0805361,137.57
1.34726,5.30514,0.0790838,137.58
1.29331,5.32898,0.0776517,137.59
1.23913,5.35232,0.0762402,137.6
1.18474,5.37517,0.0748499,137.61
1.13013,5.39751,0.073481,137.62
1.07532,5.41936,0.072134,137.63
1.0203,5.4407,0.0708092,137.64
0.96509,5.46153,0.0695068,137.65
0.909684,5.48184,0.0682271,137.66
0.85409,5.50165,0.0669703,137.67
0.798313,5.52093,0.0657365,137.68
0.742359,5.5397,0.0645259,137.69
0.686231,5.55794,0.0633386,137.7
0.629935,5.57565,0.0621746,137.71
0.573476,5.59284,0.061034,137.72
0.516859,5.60949,0.0599168,137.73
0.460089,5.62561,0.0588229,137.74
0.403172,5.64119,0.0577522,137.75
0.346112,5.65624,0.0567048,137.76
0.288915,5.67074,0.0556804,137.77
0.231585,5.6847,0.0546789,137.78
0.174129,5.69811,0.0537002,137.79
0.116551,5.71097,0.052744,137.8
0.0588565,5.72328,0.0518102,137.81
0.00105085,5.73504,0.0508986,137.82
-0.0568606,5.74625,0.0500088,137.83
-0.114872,5.75689,0.0491406,137.84
-0.172979,5.76697,0.0482937,137.85
-0.231176,5.7765,0.0474679,137.86
-0.289457,5.78546,0.0466628,137.87
-0.347817,5.79385,0.0458781,137.88
-0.40625,5.80167,0.0451135,137.89
-0.464751,5.80893,0.0443685,137.9
-0.523314,5.81562,0.0436429,137.91
-0.581934,5.82173,0.0429363,137.92
-0.640605,5.82726,0.0422483,137.93
-0.699322,5.83222,0.0415786,137.94
-0.758079,5.8366,0.0409267,137.95
-0.816871,5.84041,0.0402923,137.96
-0.875691,5.84363,0.039675,137.97
-0.934535,5.84627,0.0390744,137.98
-0.993396,5.84832,0.0384901,137.99
-1.05227,5.84979,0.0379217,138
-1.11115,5.85068,0.0373688,138.01
-1.17003,5.85097,0.036831,138.02
-1.2289,5.85068,0.036308,138.03
-1.28777,5.8498,0.0357994,138.04
-1.34661,5.84832,0.0353048,138.05
-1.40544,5.84626,0.0348237,138.06
-1.46423,5.8436,0.0343559,138.07
-1.52299,5.84035,0.0339009,138.08
-1.58172,5.8365,0.0334584,138.09
-1.64039,5.83206,0.0330281,138.1
-1.69902,5.82702,0.0326095,138.11
-1.75758,5.82138,0.0322024,138.12
-1.81609,5.81515,0.0318064,138.13
-1.87452,5.80832,0.0314211,138.14
-1.93288,5.8009,0.0310463,138.15
-1.99116,5.79287,0.0306816,138.16
-2.04935,5.78424,0.0303266,138.17
-2.10745,5.77502,0.0299812,138.18
-2.16545,5.7652,0.029645,138.19
-2.22334,5.75477,0.0293177,138.2
-2.28112,5.74375,0.028999,138.21
-2.33879,5.73212,0.0286887,138.22
-2.39634,5.7199,0.0283865,138.23
-2.45376,5.70708,0.0280921,138.24
-2.51104,5.69365,0.0278053,138.25
-2.56818,5.67963,0.0275258,138.26
-2.62518,5.66501,0.0272534,138.27
-2.68203,5.64979,0.0269879,138.28
-2.73872,5.63397,0.0267291,138.29
-2.79524,5.61755,0.0264767,138.3
-2.85159,5.60053,0.0262305,138.31
-2.90777,5.58292,0.0259904,138.32
-2.96377,5.56471,0.0257561,138.33
-3.01958,5.5459,0.0255274,138.34
-3.0752,5.5265,0.0253042,138.35
-3.13061,5.50651,0.0250864,138.36
-3.18583,5.48592,0.0248736,138.37
-3.24083,5.46473,0.0246659,138.38
-3.29561,5.44296,0.0244629,138.39
-3.35017,5.42059,0.0242646,138.4
-3.40451,5.39764,0.0240709,138.41
-3.45861,5.37409,0.0238815,138.42
-3.51247,5.34996,0.0236964,138.43
-3.56608,5.32524,0.0235154,138.44
-3.61944,5.29994,0.0233385,138.45
-3.67254,5.27406,0.0231654,138.46
-3.72538,5.24759,0.022996,138.47
-3.77795,5.22054,0.0228304,138.48
-3.83025,5.19291,0.0226683,138.49
-3.88226,5.16471,0.0225097,138.5
-3.93399,5.13593,0.0223544,138.51
-3.98542,5.10657,0.0222024,138.52
-4.03656,5.07664,0.0220536,138.53
-4.0874,5.04615,0.0219079,138.54
-4.13792,5.01508,0.0217651,138.55
-4.18813,4.98345,0.0216254,138.56
-4.23802,4.95125,0.0214884,138.57
-4.28758,4.91849,0.0213543,138.58
-4.33682,4.88518,0.0212228,138.59
-4.38571,4.8513,0.0210941,138.6
-4.43426,4.81687,0.0209679,138.61
-4.48247,4.78188,0.0208442,138.62
-4.53032,4.74635,0.0207229,138.63
-4.57781,4.71026,0.0206041,138.64
-4.62493,4.67363,0.0204876,138.65
-4.67169,4.63646,0.0203734,138.66
-4.71807,4.59875,0.0202615,138.67
-4.76406,4.56049,0.0201517,138.68
-4.80968,4.52171,0.0200441,138.69
-4.8549,4.48239,0.0199386,138.7
-4.89972,4.44254,0.0198351,138.71
-4.94414,4.40217,0.0197336,138.72
-4.98816,4.36127,0.0196341,138.73
-5.03176,4.31985,0.0195365,138.74
-5.07494,4.27791,0.0194409,138.75
-5.1177,4.23546,0.019347,138.76
-5.16004,4.1925,0.019255,138.77
-5.20194,4.14903,0.0191648,138.78
-5.2434,4.10506,0.0190764,138.79
-5.28442,4.06059,0.0189896,138.8
-5.32499,4.01561,0.0189046,138.81
-5.36511,3.97015,0.0188212,138.82
-5.40477,3.92419,0.0187394,138.83
-5.44397,3.87775,0.0186592,138.84
-5.48269,3.83083,0.0185806,138.85
-5.52095,3.78342,0.0185036,138.86
-5.55873,3.73554,0.0184281,138.87
-5.59603,3.68719,0.018354,138.88
-5.63284,3.63837,0.0182815,138.89
-5.66916,3.58909,0.0182104,138.9
-5.70499,3.53935,0.0181407,138.91
-5.74031,3.48915,0.0180725,138.92
-5.77513,3.4385,0.0180056,138.93
-5.80944,3.3874,0.0179402,138.94
-5.84323,3.33586,0.017876,138.95
-5.87651,3.28388,0.0178132,138.96
-5.90927,3.23147,0.0177517,138.97
-5.94149,3.17862,0.0176915,138.98
-5.97319,3.12535,0.0176326,138.99
-6.00435,3.07166,0.0175749,139
-6.03497,3.01755,0.0175185,139.01
-6.06505,2.96303,0.0174633,139.02
-6.09458,2.90811,0.0174094,139.03
-6.12356,2.85278,0.0173566,139.04
-6.15198,2.79705,0.017305,139.05
-6.17985,2.74093,0.0172546,139.06
-6.20715,2.68442,0.0172054,139.07
-6.23388,2.62752,0.0171573,139.08
-6.26004,2.57025,0.0171103,139.09
-6.28562,2.51261,0.0170645,139.1
-6.31063,2.45459,0.0170197,139.11
-6.33506,2.39621,0.0169761,139.12
-6.35889,2.33748,0.0169336,139.13
-6.38214,2.27839,0.0168921,139.14
-6.4048,2.21895,0.0168517,139.15
-6.42686,2.15917,0.0168124,139.16
-6.44832,2.09905,0.0167741,139.17
-6.46917,2.0386,0.0167368,139.18
-6.48942,1.97782,0.0167006,139.19
-6.50906,1.91672,0.0166654,139.2
-6.52809,1.85531,0.0166312,139.21
-6.5465,1.79359,0.016598,139.22
-6.56429,1.73156,0.0165659,139.23
-6.58146,1.66923,0.0165347,139.24
-6.59801,1.60661,0.0165045,139.25
-6.61392,1.5437,0.0164752,139.26
-6.62921,1.4805,0.016447,139.27
-6.64386,1.41704,0.0164197,139.28
-6.65788,1.3533,0.0163933,139.29
-6.67125,1.28929,0.0163679,139.3
-6.68399,1.22503,0.0163435,139.31
-6.69608,1.16052,0.01632,139.32
-6.70753,1.09575,0.0162974,139.33
-6.71832,1.03075,0.0162758,139.34
-6.72846,0.965513,0.0162551,139.35
-6.73796,0.900046,0.0162353,139.36
-6.74679,0.834356,0.0162164,139.37
-6.75497,0.768449,0.0161984,139.38
-6.76248,0.702332,0.0161814,139.39
-6.76934,0.636011,0.0161652,139.4
-6.77552,0.569492,0.01615,139.41
-6.78105,0.502781,0.0161356,139.42
-6.7859,0.435884,0.0161222,139.43
-6.79009,0.368808,0.0161096,139.44
-6.7936,0.301559,0.016098,139.45
-6.79644,0.234144,0.0160872,139.46
-6.7986,0.166569,0.0160773,139.47
-6.80009,0.0988408,0.0160683,139.48
-6.8009,0.0309651,0.0160602,139.49
-6.80103,-0.0370512,0.016053,139.5
-6.80048,-0.105202,0.0160466,139.51
-6.79925,-0.173479,0.0160412,139.52
-6.79733,-0.241878,0.0160366,139.53
-6.79473,-0.310391,0.0160329,139.54
-6.79145,-0.379012,0.01603,139.55
-6.78747,-0.447734,0.0160281,139.56
-6.78281,-0.51655,0.016027,139.57
-6.77746,-0.585454,0.0160269,139.58
-6.77142,-0.654439,0.0160276,139.59
-6.76469,-0.723498,0.0160291,139.6
-6.75727,-0.792625,0.0160316,139.61
-6.74916,-0.861812,0.0160349,139.62
-6.74036,-0.931053,0.0160392,139.63
-6.73086,-1.00034,0.0160443,139.64
-6.72067,-1.06967,0.0160503,139.65
-6.70979,-1.13903,0.0160572,139.66
-6.69821,-1.20842,0.016065,139.67
-6.68594,-1.27783,0.0160736,139.68
-6.67298,-1.34725,0.0160832,139.69
-6.65932,-1.41667,0.0160937,139.7
-6.64496,-1.4861,0.0161051,139.71
-6.62992,-1.55551,0.0161174,139.72
-6.61418,-1.62492,0.0161306,139.73
-6.59774,-1.69429,0.0161447,139.74
-6.58061,-1.76365,0.0161597,139.75
-6.56279,-1.83296,0.0161757,139.76
-6.54428,-1.90223,0.0161925,139.77
-6.52507,-1.97145,0.0162103,139.78
-6.50517,-2.04062,0.0162291,139.79
-6.48458,-2.10972,0.0162488,139.8
-6.4633,-2.17874,0.0162694,139.81
-6.44133,-2.24769,0.016291,139.82
-6.41868,-2.31656,0.0163135,139.83
-6.39533,-2.38533,0.016337,139.84
-6.3713,-2.454,0.0163615,139.85
-6.34658,-2.52257,0.0163869,139.86
-6.32117,-2.59102,0.0164134,139.87
-6.29509,-2.65936,0.0164408,139.88
-6.26832,-2.72756,0.0164692,139.89
-6.24086,-2.79563,0.0164986,139.9
-6.21273,-2.86356,0.016529,139.91
-6.18392,-2.93134,0.0165605,139.92
-6.15444,-2.99896,0.016593,139.93
-6.12428,-3.06642,0.0166265,139.94
-6.09344,-3.13371,0.016661,139.95
-6.06194,-3.20082,0.0166967,139.96
-6.02976,-3.26775,0.0167333,139.97
-5.99692,-3.33448,0.0167711,139.98
-5.96341,-3.40102,0.0168099,139.99
-5.92923,-3.46735,0.0168499,140
-5.8944,-3.53347,0.0168909,140.01
-5.8589,-3.59937,0.0169331,140.02
-5.82275,-3.66505,0.0169764,140.03
-5.78594,-3.73049,0.0170208,140.04
-5.74848,-3.79569,0.0170664,140.05
-5.71037,-3.86064,0.0171131,140.06
-5.67161,-3.92533,0.017161,140.07
-5.63221,-3.98977,0.0172102,140.08
-5.59216,-4.05393,0.0172605,140.09
-5.55148,-4.11782,0.017312,140.1
-5.51015,-4.18143,0.0173648,140.11
-5.4682,-4.24475,0.0174188,140.12
-5.42561,-4.30777,0.017474,140.13
-5.38239,-4.37049,0.0175306,140.14
-5.33855,-4.4329,0.0175884,140.15
-5.29409,-4.49499,0.0176476,140.16
-5.249,-4.55676,0.0177081,140.17
-5.20331,-4.6182,0.0177699,140.18
-5.157,-4.6793,0.0178331,140.19
-5.11008,-4.74005,0.0178976,140.2
-5.06255,-4.80046,0.0179636,140.21
-5.01443,-4.8605,0.0180309,140.22
-4.96571,-4.92018,0.0180998,140.23
-4.91639,-4.9795,0.01817,140.24
-4.86648,-5.03843,0.0182418,140.25
-4.81599,-5.09698,0.018315,140.26
-4.76491,-5.15513,0.0183898,140.27
-4.71325,-5.21289,0.0184661,140.28
-4.66102,-5.27025,0.0185439,140.29
-4.60822,-5.32719,0.0186234,140.3
-4.55485,-5.38372,0.0187045,140.31
-4.50092,-5.43982,0.0187872,140.32
-4.44643,-5.49549,0.0188715,140.33
-4.39139,-5.55073,0.0189576,140.34
-4.3358,-5.60552,0.0190454,140.35
-4.27966,-5.65987,0.0191349,140.36
-4.22298,-5.71375,0.0192262,140.37
-4.16577,-5.76718,0.0193193,140.38
-4.10803,-5.82014,0.0194142,140.39
-4.04976,-5.87262,0.019511,140.4
-3.99097,-5.92462,0.0196097,140.41
-3.93166,-5.97613,0.0197103,140.42
-3.87184,-6.02715,0.0198128,140.43
-3.81152,-6.07768,0.0199174,140.44
-3.75069,-6.12769,0.020024,140.45
-3.68936,-6.1772,0.0201326,140.46
-3.62755,-6.22619,0.0202433,140.47
-3.56525,-6.27465,0.0203562,140.48
-3.50246,-6.32259,0.0204712,140.49
-3.43921,-6.36999,0.0205885,140.5
-3.37548,-6.41685,0.020708,140.51
-3.31129,-6.46317,0.0208298,140.52
-3.24663,-6.50893,0.0209539,140.53
-3.18153,-6.55413,0.0210805,140.54
-3.11597,-6.59877,0.0212094,140.55
-3.04998,-6.64285,0.0213409,140.56
-2.98355,-6.68634,0.0214748,140.57
-2.91668,-6.72926,0.0216113,140.58
-2.8494,-6.77159,0.0217505,140.59
-2.78169,-6.81333,0.0218923,140.6
-2.71357,-6.85448,0.0220368,140.61
-2.64504,-6.89502,0.0221841,140.62
-2.57611,-6.93496,0.0223343,140.63
-2.50679,-6.97428,0.0224873,140.64
-2.43708,-7.01299,0.0226433,140.65
-2.36699,-7.05107,0.0228023,140.66
-2.29652,-7.08853,0.0229644,140.67
-2.22568,-7.12535,0.0231296,140.68
-2.15447,-7.16154,0.0232981,140.69
-2.08291,-7.19709,0.0234698,140.7
-2.011,-7.23199,0.0236448,140.71
-1.93875,-7.26624,0.0238233,140.72
-1.86616,-7.29983,0.0240053,140.73
-1.79324,-7.33276,0.0241908,140.74
-1.71999,-7.36502,0.0243799,140.75
-1.64643,-7.39661,0.0245728,140.76
-1.57255,-7.42753,0.0247695,140.77
-1.49837,-7.45777,0.0249701,140.78
-1.4239,-7.48733,0.0251747,140.79
-1.34913,-7.5162,0.0253833,140.8
-1.27408,-7.54438,0.0255961,140.81
-1.19876,-7.57186,0.0258131,140.82
-1.12316,-7.59864,0.0260346,140.83
-1.04731,-7.62471,0.0262604,140.84
-0.971197,-7.65008,0.0264908,140.85
-0.894839,-7.67474,0.0267259,140.86
-0.81824,-7.69868,0.0269658,140.87
-0.741407,-7.7219,0.0272106,140.88
-0.664348,-7.74439,0.0274604,140.89
-0.587071,-7.76616,0.0277153,140.9
-0.509582,-7.7872,0.0279755,140.91
-0.431889,-7.8075,0.028241,140.92
-0.353999,-7.82706,0.0285121,140.93
-0.27592,-7.84589,0.0287888,140.94
-0.19766,-7.86396,0.0290713,140.95
-0.119225,-7.88129,0.0293598,140.96
-0.0406236,-7.89787,0.0296544,140.97
0.0381368,-7.9137,0.0299552,140.98
0.117049,-7.92876,0.0302624,140.99
0.196104,-7.94307,0.0305762,141
0.275296,-7.95661,0.0308967,141.01
0.354616,-7.96939,0.0312241,141.02
0.434057,-7.9814,0.0315586,141.03
0.51361,-7.99263,0.0319005,141.04
0.593269,-8.00309,0.0322497,141.05
0.673024,-8.01278,0.0326067,141.06
0.75287,-8.02168,0.0329715,141.07
0.832796,-8.02981,0.0333445,141.08
0.912796,-8.03715,0.0337257,141.09
0.992862,-8.0437,0.0341155,141.1
1.07299,-8.04946,0.0345141,141.11
1.15316,-8.05444,0.0349217,141.12
1.23337,-8.05862,0.0353385,141.13
1.31362,-8.062,0.0357649,141.14
1.39389,-8.06459,0.036201,141.15
1.47419,-8.06638,0.0366473,141.16
1.55449,-8.06737,0.0371038,141.17
1.63479,-8.06756,0.0375711,141.18
1.71508,-8.06695,0.0380493,141.19
1.79536,-8.06553,0.0385387,141.2
1.87562,-8.0633,0.0390398,141.21
1.95585,-8.06027,0.0395528,141.22
2.03603,-8.05643,0.0400781,141.23
2.11617,-8.05177,0.040616,141.24
2.19625,-8.04631,0.041167,141.25
2.27627,-8.04003,0.0417314,141.26
2.35622,-8.03294,0.0423096,141.27
2.43608,-8.02504,0.042902,141.28
2.51586,-8.01632,0.0435091,141.29
2.59553,-8.00679,0.0441314,141.3
2.67511,-7.99644,0.0447692,141.31
2.75456,-7.98527,0.0454231,141.32
2.8339,-7.97329,0.0460936,141.33
2.91311,-7.96049,0.0467811,141.34
2.99217,-7.94687,0.0474863,141.35
3.07109,-7.93243,0.0482096,141.36
3.14985,-7.91717,0.0489517,141.37
3.22845,-7.9011,0.0497131,141.38
3.30688,-7.88421,0.0504945,141.39
3.38512,-7.8665,0.0512966,141.4
3.46318,-7.84797,0.0521199,141.41
3.54104,-7.82863,0.0529651,141.42
3.61869,-7.80847,0.0538331,141.43
3.69613,-7.78749,0.0547245,141.44
3.77334,-7.7657,0.0556402,141.45
3.85033,-7.74309,0.0565808,141.46
3.92707,-7.71966,0.0575473,141.47
4.00357,-7.69542,0.0585406,141.48
4.07981,-7.67037,0.0595614,141.49
4.15578,-7.64451,0.0606108,141.5
4.23148,-7.61784,0.0616898,141.51
4.3069,-7.59035,0.0627993,141.52
4.38203,-7.56206,0.0639405,141.53
4.45686,-7.53296,0.0651143,141.54
4.53138,-7.50305,0.0663219,141.55
4.60559,-7.47234,0.0675646,141.56
4.67948,-7.44083,0.0688435,141.57
4.75303,-7.40852,0.0701599,141.58
4.82624,-7.37541,0.0715151,141.59
4.8991,-7.3415,0.0729106,141.6
4.97161,-7.30679,0.0743477,141.61
5.04375,-7.27129,0.075828,141.62
5.11552,-7.235,0.077353,141.63
5.1869,-7.19792,0.0789243,141.64
5.25789,-7.16006,0.0805437,141.65
5.32849,-7.12141,0.0822128,141.66
5.39867,-7.08197,0.0839334,141.67
5.46844,-7.04176,0.0857076,141.68
5.53779,-7.00077,0.0875372,141.69
5.60671,-6.95901,0.0894243,141.7
5.67518,-6.91647,0.0913711,141.71
5.74321,-6.87317,0.0933797,141.72
5.81077,-6.8291,0.0954525,141.73
5.87788,-6.78427,0.097592,141.74
5.9445,-6.73869,0.0998006,141.75
6.01065,-6.69234,0.102081,141.76
6.07631,-6.64524,0.104436,141.77
6.14146,-6.5974,0.106868,141.78
6.20611,-6.5488,0.10938,141.79
6.27025,-6.49947,0.111976,141.8
6.33386,-6.4494,0.114658,141.81
6.39694,-6.39859,0.117431,141.82
6.45948,-6.34706,0.120297,141.83
6.52147,-6.29479,0.123259,141.84
6.58291,-6.24181,0.126323,141.85
6.64378,-6.1881,0.129491,141.86
6.70408,-6.13368,0.132769,141.87
6.7638,-6.07856,0.136159,141.88
6.82293,-6.02272,0.139667,141.89
6.88146,-5.96619,0.143297,141.9
6.93938,-5.90896,0.147055,141.91
6.99669,-5.85104,0.150944,141.92
7.05338,-5.79243,0.154971,141.93
7.10944,-5.73314,0.159141,141.94
7.16486,-5.67318,0.163459,141.95
7.21963,-5.61254,0.167932,141.96
7.27375,-5.55124,0.172565,141.97
7.3272,-5.48927,0.177365,141.98
7.37998,-5.42665,0.182339,141.99
7.43208,-5.36338,0.187494,142
7.4835,-5.29947,0.192837,142.01
7.53421,-5.23491,0.198375,142.02
7.58422,-5.16972,0.204117,142.03
7.63352,-5.10391,0.21007,142.04
7.6821,-5.03747,0.216243,142.05
7.72994,-4.97042,0.222645,142.06
7.77705,-4.90276,0.229285,142.07
7.82341,-4.83449,0.236173,142.08
7.86901,-4.76563,0.243319,142.09
7.91385,-4.69617,0.250732,142.1
7.95792,-4.62614,0.258424,142.11
8.00121,-4.55552,0.266406,142.12
8.0437,-4.48434,0.274689,142.13
8.0854,-4.41259,0.283286,142.14
8.12628,-4.34028,0.292208,142.15
8.16635,-4.26743,0.30147,142.16
8.2056,-4.19403,0.311083,142.17
8.24401,-4.12009,0.321063,142.18
8.28158,-4.04563,0.331424,142.19
8.31829,-3.97065,0.34218,142.2
8.35414,-3.89515,0.353348,142.21
8.38912,-3.81915,0.364943,142.22
8.42322,-3.74265,0.376981,142.23
8.45643,-3.66566,0.38948,142.24
8.48874,-3.58818,0.402459,142.25
8.52015,-3.51024,0.415934,142.26
8.55063,-3.43182,0.429925,142.27
8.58018,-3.35295,0.444451,142.28
8.60879,-3.27363,0.459534,142.29
8.63646,-3.19388,0.475192,142.3
8.66316,-3.11368,0.491449,142.31
8.6889,-3.03307,0.508324,142.32
8.71366,-2.95204,0.525843,142.33
8.73742,-2.87061,0.544026,142.34
8.76018,-2.78878,0.5629,142.35
8.78193,-2.70656,0.582486,142.36
8.80266,-2.62397,0.602812,142.37
8.82235,-2.54101,0.623901,142.38
8.841,-2.45769,0.645781,142.39
8.85859,-2.37402,0.668478,142.4
8.87511,-2.29002,0.692019,142.41
8.89054,-2.20568,0.716432,142.42
8.90489,-2.12103,0.741745,142.43
8.91813,-2.03607,0.767986,142.44
8.93025,-1.95082,0.795184,142.45
8.94123,-1.86528,0.823368,142.46
8.95108,-1.77946,0.852568,142.47
8.95977,-1.69338,0.882814,142.48
8.96729,-1.60704,0.914134,142.49
8.97362,-1.52046,0.946558,142.5
8.97876,-1.43365,0.980117,142.51
8.98269,-1.34662,1.01484,142.52
8.98539,-1.25939,1.05075,142.53
8.98685,-1.17196,1.08789,142.54
8.98707,-1.08434,1.12628,142.55
8.98601,-0.996559,1.16594,142.56
8.98367,-0.908615,1.20691,142.57
8.98004,-0.820524,1.24921,142.58
8.9751,-0.7323,1.29287,142.59
8.96882,-0.643956,1.33791,142.6
8.96121,-0.555504,1.38435,142.61
8.95224,-0.466958,1.43221,142.62
8.9419,-0.378331,1.48151,142.63
8.93017,-0.289638,1.53227,142.64
8.91704,-0.200891,1.5845,142.65
8.9025,-0.112105,1.63822,142.66
8.88652,-0.0232943,1.69344,142.67
8.86909,0.0655271,1.75015,142.68
8.8502,0.154345,1.80836,142.69
8.82983,0.243144,1.86808,142.7
8.80797,0.331909,1.9293,142.71
8.7846,0.420625,1.992,142.72
8.75971,0.509278,2.05618,142.73
8.73329,0.597852,2.12182,142.74
8.70531,0.68633,2.1889,142.75
8.67578,0.774698,2.25738,142.76
8.64467,0.862939,2.32723,142.77
8.61197,0.951038,2.39842,142.78
8.57767,1.03898,2.4709,142.79
8.54177,1.12674,2.54461,142.8
8.50424,1.21431,2.6195,142.81
8.46509,1.30168,2.6955,142.82
8.4243,1.38882,2.77254,142.83
8.38186,1.47571,2.85054,142.84
8.33777,1.56235,2.92941,142.85
8.29202,1.64871,3.00905,142.86
8.24461,1.73478,3.08936,142.87
8.19554,1.82054,3.17023,142.88
8.1448,1.90597,3.25155,142.89
8.09239,1.99105,3.33318,142.9
8.03831,2.07577,3.41499,142.91
7.98258,2.16012,3.49684,142.92
7.92518,2.24406,3.57857,142.93
7.86613,2.32759,3.66004,142.94
7.80543,2.41069,3.74108,142.95
7.74309,2.49334,3.82152,142.96
7.67913,2.57552,3.90117,142.97
7.61356,2.65721,3.97987,142.98
7.5464,2.73841,4.05743,142.99
7.47765,2.81909,4.13364,143
7.40735,2.89924,4.20832,143.01
7.33551,2.97883,4.28128,143.02
7.26216,3.05786,4.3523,143.03
7.18732,3.1363,4.42119,143.04
7.11102,3.21414,4.48775,143.05
7.03329,3.29137,4.55177,143.06
6.95417,3.36797,4.61306,143.07
6.87368,3.44392,4.67141,143.08
6.79187,3.51921,4.72665,143.09
6.70878,3.59383,4.77857,143.1
6.62444,3.66776,4.827,143.11
6.5389,3.74099,4.87176,143.12
6.4522,3.8135,4.91268,143.13
6.36439,3.88528,4.94961,143.14
6.27552,3.95632,4.9824,143.15
6.18563,4.02661,5.01092,143.16
6.09478,4.09614,5.03503,143.17
6.00302,4.16489,5.05464,143.18
5.91041,4.23285,5.06964,143.19
5.81699,4.30002,5.07995,143.2
5.72283,4.36639,5.0855,143.21
5.62797,4.43194,5.08626,143.22
5.53248,4.49667,5.08217,143.23
5.43642,4.56058,5.07323,143.24
5.33983,4.62364,5.05943,143.25
5.24277,4.68587,5.04079,143.26
5.14531,4.74724,5.01735,143.27
5.0475,4.80776,4.98915,143.28
4.94939,4.86742,4.95626,143.29
4.85105,4.92622,4.91877,143.3
4.75251,4.98414,4.87678,143.31
4.65384,5.0412,4.8304,143.32
4.5551,5.09738,4.77976,143.33
4.45632,5.15269,4.725,143.34
4.35756,5.20712,4.66629,143.35
4.25887,5.26067,4.60378,143.36
4.16028,5.31334,4.53765,143.37
4.06186,5.36513,4.46811,143.38
3.96363,5.41604,4.39533,143.39
3.86565,5.46607,4.31954,143.4
3.76793,5.51522,4.24093,143.41
3.67053,5.56349,4.15974,143.42
3.57348,5.61088,4.07617,143.43
3.4768,5.6574,3.99045,143.44
3.38053,5.70305,3.90281,143.45
3.28469,5.74782,3.81348,143.46
3.18931,5.79173,3.72267,143.47
3.09441,5.83478,3.63062,143.48
3.00001,5.87696,3.53755,143.49
2.90613,5.91829,3.44367,143.5
2.81278,5.95876,3.3492,143.51
2.71997,5.99838,3.25434,143.52
2.62773,6.03715,3.1593,143.53
2.53605,6.07508,3.06428,143.54
2.44494,6.11218,2.96946,143.55
2.35442,6.14843,2.87502,143.56
2.26447,6.18386,2.78114,143.57
2.17512,6.21846,2.68798,143.58
2.08634,6.25224,2.5957,143.59
1.99816,6.2852,2.50443,143.6
1.91055,6.31734,2.41432,143.61
1.82352,6.34868,2.32549,143.62
1.73707,6.37921,2.23806,143.63
1.65117,6.40894,2.15214,143.64
1.56584,6.43787,2.06782,143.65
1.48106,6.46601,1.98519,143.66
1.39681,6.49336,1.90434,143.67
1.3131,6.51992,1.82532,143.68
1.22991,6.5457,1.74821,143.69
1.14722,6.5707,1.67304,143.7
1.06503,6.59493,1.59988,143.71
0.983318,6.61838,1.52875,143.72
0.90208,6.64107,1.45967,143.73
0.821299,6.66299,1.39268,143.74
0.740962,6.68415,1.32779,143.75
0.661055,6.70455,1.26499,143.76
0.581566,6.72419,1.2043,143.77
0.502481,6.74307,1.14571,143.78
0.423786,6.76121,1.0892,143.79
0.345468,6.7786,1.03477,143.8
0.267515,6.79523,0.98238,143.81
0.189912,6.81113,0.932021,143.82
0.112647,6.82628,0.88366,143.83
0.035709,6.84069,0.837264,143.84
-0.0409155,6.85436,0.792797,143.85
-0.117238,6.86729,0.750223,143.86
-0.193269,6.87948,0.709499,143.87
-0.269021,6.89094,0.670583,143.88
-0.344503,6.90166,0.633429,143.89
-0.419726,6.91166,0.597992,143.9
-0.494699,6.92092,0.564222,143.91
-0.569432,6.92945,0.532071,143.92
-0.643932,6.93725,0.50149,143.93
-0.718209,6.94432,0.472426,143.94
-0.79227,6.95066,0.44483,143.95
-0.866121,6.95627,0.41865,143.96
-0.93977,6.96116,0.393835,143.97
-1.01322,6.96532,0.370333,143.98
-1.08649,6.96876,0.348095,143.99
-1.15956,6.97147,0.32707,144
-1.23246,6.97345,0.307208,144.01
-1.30518,6.97471,0.28846,144.02
-1.37772,6.97525,0.270778,144.03
-1.4501,6.97506,0.254114,144.04
-1.52231,6.97415,0.238424,144.05
-1.59435,6.97251,0.22366,144.06
-1.66623,6.97015,0.20978,144.07
-1.73795,6.96707,0.19674,144.08
-1.80951,6.96326,0.184499,144.09
